Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
940,70,24090,7,7,1940,1950,1032,1032,2403,349,244400
941,90,12640,6,5,1976,1976,396,1728,1728,574,150900
942,60,8755,7,5,1999,1999,220,992,2060,390,214000
943,90,7711,4,3,1977,1977,0,1440,1440,0,150000
944,90,25000,5,4,1967,1967,1632,1632,1632,576,143000
945,20,14375,6,6,1958,1958,354,819,1344,525,137500
946,50,8820,5,6,1890,1996,0,1088,1869,456,124900
947,80,8163,5,6,1959,1959,102,1144,1144,796,143000
948,20,14536,8,5,2002,2003,316,1616,1629,808,270000
949,60,14006,7,5,2002,2002,936,936,1776,474,192500
950,20,9360,6,7,1972,2006,179,1161,1381,676,197500
951,20,7200,5,8,1950,2002,317,864,864,720,129000
952,20,7800,5,5,1965,1965,187,828,965,300,119900
953,85,7200,5,8,1972,2003,108,768,768,396,133900
954,60,11075,5,4,1969,1969,29,784,1968,530,172000
955,90,9400,6,5,1975,1975,0,945,980,0,127500
956,90,7136,6,6,1946,1950,495,979,1958,492,145000
957,160,1300,6,6,1980,1980,276,561,1229,462,124000
958,20,7420,5,5,1962,1962,640,1057,1057,576,132000
959,20,8450,7,5,2003,2003,638,1337,1337,531,185000
960,160,2572,7,5,1999,1999,92,696,1416,484,155000
961,20,7207,5,7,1958,2008,162,858,858,0,116500
962,60,12227,6,7,1977,1995,434,1330,2872,619,272000
963,160,2308,6,6,1976,1976,248,804,1548,440,155000
964,20,11923,9,5,2007,2007,1800,1800,1800,702,239000
965,60,11316,7,5,2002,2003,193,817,1894,510,214900
966,60,10237,6,5,2005,2007,783,783,1484,393,178900
967,50,9600,5,7,1940,1950,300,728,1308,256,160000
968,20,7390,5,7,1955,1955,196,1098,1098,260,135000
969,50,5925,3,6,1910,1950,600,600,968,0,37900
970,190,10382,6,5,1958,1958,75,588,1095,264,140000
971,50,10800,4,4,1949,1950,720,720,1192,0,135000
972,160,2268,7,5,2003,2004,197,764,1626,474,173000
973,120,7892,6,5,1979,1979,918,918,918,264,99500
974,20,11639,7,5,2007,2008,1428,1428,1428,480,182000
975,70,11414,7,8,1910,1993,728,728,2019,532,167500
976,160,2651,7,5,2000,2000,32,673,1382,490,165000
977,30,5900,4,7,1923,1958,440,440,869,0,85500
978,120,4274,7,5,2006,2007,135,1241,1241,569,199900
979,20,9450,4,5,1954,1954,342,894,894,400,110000
980,20,8816,5,6,1963,1963,470,1121,1121,480,139000
981,85,12122,7,9,1961,2007,77,944,999,588,178400
982,60,12203,8,5,1998,1999,371,1225,2612,676,336000
983,20,3182,7,5,2007,2007,1266,1266,1266,388,159895
984,60,11250,8,5,2002,2002,1128,1128,2290,779,255900
985,90,10125,5,5,1977,1977,0,0,1734,539,126000
986,190,10880,5,5,1950,1950,124,1164,1164,240,125000
987,50,5310,6,8,1910,2003,485,485,1635,255,117000
988,20,10159,9,5,2009,2010,284,1930,1940,606,395192
989,60,12046,6,6,1976,1976,692,848,2030,551,195000
990,60,8125,7,5,2006,2006,770,770,1576,614,197000
991,60,9452,8,5,1997,1998,322,1396,2392,870,348000
992,70,17671,8,9,1882,1986,700,916,1742,424,168000
993,60,9760,6,8,1964,1993,169,822,1851,440,187000
994,60,8846,6,5,2005,2006,750,750,1500,564,173900
995,20,12456,10,5,2006,2007,528,1700,1718,786,337500
996,50,4712,4,7,1946,1950,363,747,1230,305,121600
997,20,10659,5,6,1961,1961,135,1050,1050,368,136500
998,20,11717,6,6,1970,1970,1442,1442,1442,615,185000
999,30,9786,3,4,1922,1950,1007,1007,1077,210,91000
1000,20,6762,7,5,2006,2006,501,1187,1208,632,206000
1001,20,10206,3,3,1952,1952,0,0,944,528,82000
1002,30,5400,5,6,1920,1950,691,691,691,216,86000
1003,20,11957,8,5,2006,2006,1550,1574,1574,824,232000
1004,90,11500,5,6,1976,1976,1680,1680,1680,528,136905
1005,120,3182,7,5,2005,2006,1330,1346,1504,457,181000
1006,80,8385,5,8,1977,1977,390,985,985,328,149900
1007,20,12155,6,3,1970,1970,420,1657,1657,484,163500
1008,160,2217,4,4,1970,1970,0,546,1092,286,88000
1009,20,12118,7,5,2004,2005,1710,1710,1710,550,240000
1010,50,6000,5,5,1926,1950,1008,1008,1522,0,102000
1011,50,21286,5,5,1948,1950,720,720,1271,312,135000
1012,90,9825,5,5,1965,1965,0,0,1664,0,100000
1013,70,10592,6,7,1923,1996,602,602,1502,180,165000
1014,30,7200,5,4,1910,2006,310,1022,1022,280,85000
1015,20,11664,6,5,1948,1950,746,1082,1082,240,119200
1016,60,8400,8,6,2001,2001,167,810,1665,528,227000
1017,20,11883,7,5,1996,1996,814,1504,1504,478,203000
1018,120,5814,8,5,1984,1984,184,1220,1360,565,187500
1019,80,10784,7,5,1991,1992,384,384,1472,402,160000
1020,120,3013,7,5,2005,2005,1346,1362,1506,440,213490
1021,20,7024,4,5,2005,2005,108,1132,1132,451,176000
1022,20,7406,7,5,2006,2006,515,1199,1220,632,194000
1023,50,9439,5,5,1930,1950,588,912,1248,160,87000
1024,120,3182,7,5,2005,2006,1330,1346,1504,437,191000
1025,20,15498,8,6,1976,1976,0,1565,2898,665,287000
1026,20,7700,5,5,1972,1972,276,882,882,461,112500
1027,20,9300,5,5,1960,1960,571,1268,1264,461,167500
1028,20,9520,8,5,2007,2008,125,1638,1646,800,293077
1029,50,9492,5,5,1941,1950,359,768,1376,240,105000
1030,160,1680,6,7,1972,1972,355,672,1218,264,118000
1031,190,7082,5,8,1916,1995,686,686,1928,0,160000
1032,75,15863,7,3,1920,1970,301,824,3082,672,197000
1033,60,14541,8,7,1993,1993,326,1338,2520,796,310000
1034,20,8125,7,5,2002,2002,668,1654,1654,900,230000
1035,30,6305,5,7,1938,1950,920,920,954,240,119750
1036,20,11500,4,3,1957,1957,0,0,845,290,84000
1037,20,12898,9,5,2007,2008,598,1620,1620,912,315500
1038,60,9240,8,5,2001,2002,1055,1055,2263,905,287000
1039,160,1533,4,6,1970,2008,546,546,1344,0,97000
1040,180,1477,4,4,1970,1970,121,630,630,286,80000
1041,20,13125,5,4,1957,2000,284,1134,1803,484,155000
1042,60,9130,6,8,1966,2000,336,800,1632,484,173000
1043,120,5381,6,5,2005,2005,406,1306,1306,624,196000
1044,60,11839,7,5,1990,1990,390,1475,2329,514,262280
1045,20,9600,8,5,1981,1981,1420,2524,2524,542,278000
1046,20,13680,3,5,1955,1955,0,0,1733,452,139600
1047,60,16056,9,5,2005,2006,1752,1992,2868,716,556581
1048,20,9245,5,5,1994,1995,304,990,990,672,145000
1049,20,21750,5,4,1960,2006,0,0,1771,336,115000
1050,20,11100,4,7,1946,2006,0,0,930,308,84900
1051,20,8993,7,5,2007,2007,1302,1302,1302,436,176485
1052,20,11175,7,5,2007,2007,1316,1316,1316,440,200141
1053,60,9500,6,6,1964,1978,374,816,1977,540,165000
1054,20,8562,5,6,1957,2002,833,1216,1526,364,144500
1055,60,11367,8,5,2002,2002,133,1065,1989,586,255000
1056,20,11361,6,5,1976,1976,549,1193,1523,478,180000
1057,120,7052,7,5,2005,2005,705,1364,1364,484,185850
1058,60,29959,7,6,1994,1994,378,973,1850,467,248000
1059,60,11308,9,5,2008,2008,168,1104,2184,836,335000
1060,50,11275,6,7,1932,1950,0,854,1991,432,220000
1061,120,4920,8,5,2001,2001,722,1338,1338,582,213500
1062,30,18000,3,4,1935,1950,894,894,894,1248,81000
1063,190,13600,5,5,1900,1950,662,662,2337,560,90000
1064,30,6000,6,6,1925,1980,706,1103,1103,440,110500
1065,20,11000,5,6,1966,1966,184,1154,1154,480,154000
1066,60,14000,7,5,1996,1997,105,1306,2260,533,328000
1067,60,7837,6,7,1993,1994,799,799,1571,380,178000
1068,60,9760,6,6,1964,1964,0,780,1611,442,167900
1069,160,3964,6,4,1973,1973,105,942,2521,576,151400
1070,45,9600,5,7,1949,2003,625,845,893,576,135000
1071,20,10152,5,5,1956,1956,462,1048,1048,286,135000
1072,60,11700,6,6,1968,1968,429,727,1556,441,154000
1073,50,7585,5,3,1948,1950,810,810,1456,280,91500
1074,60,7950,6,6,1977,1977,155,690,1426,440,159500
1075,20,8556,7,5,2006,2006,1240,1240,1240,826,194000
1076,70,13125,7,6,1940,1984,390,800,1740,240,219500
1077,50,10800,5,8,1936,1989,170,796,1466,566,170000
1078,20,15870,5,5,1969,1969,230,1096,1096,299,138800
1079,120,4435,6,5,2004,2004,186,848,848,420,155900
1080,20,8775,5,5,1994,1994,495,990,990,299,126000
1081,20,11040,6,7,1971,2004,602,1258,1258,528,145000
1082,20,7500,5,5,1963,1963,216,1040,1040,308,133000
1083,20,8749,7,5,2002,2002,1459,1459,1459,527,192000
1084,20,8800,6,6,1964,1964,698,1251,1251,461,160000
1085,60,13031,6,5,1995,1996,99,691,1498,409,187500
1086,85,9069,6,6,1992,1992,189,936,996,564,147000
1087,160,1974,4,5,1973,1973,212,546,1092,286,83500
1088,60,10574,8,5,2005,2006,1082,1082,1953,1043,252000
1089,160,2522,7,5,2004,2004,970,970,1709,380,137500
1090,120,3316,8,5,2005,2005,208,1247,1247,550,197000
1091,90,8544,3,4,1950,1950,0,0,1040,400,92900
1092,160,2160,7,5,1999,2000,90,600,1252,462,160000
1093,50,8400,6,5,1925,1950,758,1181,1694,576,136500
1094,20,9230,5,8,1965,1998,203,864,1200,884,146000
1095,20,5868,5,7,1956,2000,448,936,936,308,129000
1096,20,9317,6,5,2006,2006,1290,1314,1314,440,176432
1097,70,6882,6,7,1914,2006,684,684,1355,0,127000
1098,120,3696,8,5,1986,1986,1074,1074,1088,461,170000
1099,50,6000,4,6,1936,1950,0,672,1324,240,128000
1100,20,11880,7,5,1978,1978,567,1271,1601,478,157000
1101,30,8400,2,5,1920,1950,0,290,438,246,60000
1102,20,9758,5,5,1971,1971,251,950,950,280,119500
1103,20,7000,5,7,1960,2002,422,1010,1134,254,135000
1104,20,8910,6,6,1959,1959,0,655,1194,539,159500
1105,160,2016,5,5,1970,1970,630,630,1302,440,106000
1106,60,12256,8,5,1994,1995,431,1463,2622,712,325000
1107,20,10357,7,5,1990,1991,172,910,1442,719,179900
1108,60,23257,7,5,2006,2006,868,868,2021,422,274725
1109,60,8063,6,5,2000,2000,924,924,1690,463,181000
1110,20,11362,8,5,2004,2005,797,1836,1836,862,280000
1111,60,8000,6,5,1995,1996,554,773,1658,431,188000
1112,60,10480,7,6,1976,1976,400,803,1964,483,205000
1113,20,7100,5,7,1957,1957,108,816,816,308,129900
1114,20,8923,5,7,1953,2006,365,1008,1008,240,134500
1115,20,5400,5,7,1954,2000,418,833,833,326,117000
1116,20,12085,8,5,2007,2007,730,1734,1734,928,318000
1117,80,7750,8,5,2002,2002,55,408,1419,527,184100
1118,20,9764,5,7,1967,2003,192,894,894,450,130000
1119,80,13825,5,6,1958,1987,533,533,1601,300,140000
1120,20,7560,5,5,1959,1959,671,1040,1040,286,133700
1121,30,8263,6,5,1920,1950,1012,1012,1012,308,118400
1122,20,10084,7,5,2005,2006,1528,1552,1552,782,212900
1123,20,8926,4,3,1956,1956,672,672,960,288,112000
1124,20,9405,5,9,1947,2008,698,698,698,0,118000
1125,80,9125,7,5,1992,1992,384,384,1482,392,163900
1126,20,10434,4,5,1955,1955,1005,1005,1005,672,115000
1127,120,3684,7,5,2007,2007,1373,1373,1555,660,174000
1128,20,14572,7,5,2004,2004,230,1530,1530,630,259000
1129,60,11796,7,5,2004,2005,847,847,1959,434,215000
1130,90,7200,5,5,1980,1980,0,936,936,672,140000
1131,50,7804,4,3,1928,1950,500,1122,1981,576,135000
1132,20,10712,5,5,1991,1992,762,974,974,0,93500
1133,70,9900,6,4,1880,1950,1008,1008,2210,205,117500
1134,60,9828,8,5,1995,1995,544,1128,2020,466,239500
1135,60,8773,6,5,1997,1997,916,916,1600,460,169000
1136,30,6180,6,5,1926,1950,960,960,986,180,102000
1137,50,9600,6,5,1950,1950,752,1032,1252,288,119000
1138,50,6342,5,8,1875,1996,780,780,1020,0,94000
1139,20,9819,6,5,1977,1977,0,1567,1567,714,196000
1140,30,8731,5,5,1920,1950,270,915,1167,495,144000
1141,20,7350,5,7,1951,1951,100,952,952,840,139000
1142,60,10304,5,7,1976,1976,399,780,1868,484,197500
1143,60,9965,8,5,2006,2007,316,1466,2828,1052,424870
1144,20,9000,5,3,1959,1959,718,1006,1006,0,80000
1145,190,12180,4,4,1941,1950,324,672,924,280,80000
1146,50,6240,5,6,1928,1950,1042,1042,1576,225,149000
1147,20,11200,6,5,1985,1985,40,1298,1298,403,180000
1148,70,12000,7,7,1941,1950,429,704,1564,234,174500
1149,50,5700,7,7,1926,1950,572,572,1111,288,116900
1150,70,9000,7,9,1920,1988,26,650,1482,324,143000
1151,20,8280,6,5,1950,1950,932,932,932,306,124000
1152,20,17755,5,4,1959,1959,1290,1466,1466,528,149900
1153,20,14115,6,7,1956,2004,230,1073,1811,470,230000
1154,30,5890,6,8,1930,2007,278,816,816,432,120500
1155,60,13700,7,6,1965,1988,410,864,1820,492,201800
1156,20,10768,5,8,1976,2004,280,1437,1437,528,218000
1157,80,9350,5,8,1965,1999,586,1219,1265,502,179900
1158,120,5001,7,5,2007,2008,410,1314,1314,626,230000
1159,20,11932,8,5,2007,2008,1580,1580,1580,830,235128
1160,60,9120,6,6,1974,1974,459,901,1876,540,185000
1161,160,2280,6,5,1978,1978,544,855,1456,440,146000
1162,20,14778,6,7,1954,2006,568,1296,1640,924,224000
1163,20,8724,5,5,1968,1968,402,894,894,450,129000
1164,90,12900,4,4,1969,1969,0,1198,1258,400,108959
1165,80,16157,5,7,1978,1978,289,1360,1432,588,194000
1166,20,9541,7,5,2009,2009,1502,1502,1502,644,233170
1167,20,10475,8,5,2008,2008,1694,1694,1694,776,245350
1168,60,10852,6,5,2000,2000,173,959,1671,472,173000
1169,70,13728,6,7,1935,1986,501,1127,2108,540,235000
1170,60,35760,10,5,1995,1996,543,1930,3627,807,625000
1171,80,9880,6,6,1977,1977,574,1096,1118,358,171000
1172,20,9120,6,6,1958,1958,599,1261,1261,433,163000
1173,160,4017,7,5,2006,2007,625,625,1250,625,171900
1174,50,18030,5,6,1946,1994,977,1598,3086,0,200500
1175,70,16560,6,8,1932,1950,449,952,2345,360,239000
1176,50,10678,8,5,1992,2000,983,1683,2872,541,285000
1177,20,6951,5,5,1984,1985,218,876,923,264,119500
1178,50,3950,6,8,1926,2004,350,818,1224,210,115000
1179,50,7681,5,6,1921,1950,731,731,1343,186,154900
1180,20,8335,5,5,1954,1954,0,0,1124,0,93000
1181,60,11170,7,5,1990,1991,0,1216,2514,693,250000
1182,120,5587,8,5,2008,2008,120,1600,1652,482,392500
1183,60,15623,10,5,1996,1996,300,2396,4476,813,745000
1184,30,10800,5,6,1920,1950,299,1120,1130,720,120000
1185,20,35133,5,4,1963,1963,413,1572,1572,995,186700
1186,50,9738,5,7,1924,1950,392,784,1221,392,104900
1187,190,10615,3,5,1900,1970,538,978,1699,420,95000
1188,20,12461,8,5,1994,1995,168,1624,1624,757,262000
1189,60,8935,7,5,2002,2002,831,831,1660,493,195000
1190,60,7500,7,5,1999,1999,994,994,1804,442,189000
1191,190,32463,4,4,1961,1975,90,1249,1622,1356,168000
1192,160,2645,8,5,1999,2000,776,776,1441,492,174000
1193,50,9600,5,8,1925,1994,702,702,1472,250,125000
1194,120,4500,6,5,1999,1999,341,1224,1224,402,165000
1195,60,9364,6,7,1969,1969,292,663,1352,299,158000
1196,60,8029,6,5,2005,2005,728,728,1456,400,176000
1197,60,14054,7,5,2006,2006,879,879,1863,660,219210
1198,75,8850,7,6,1916,1950,815,815,1690,225,144000
1199,20,9100,7,5,2001,2001,1212,1212,1212,573,178000
1200,20,11235,4,5,1963,1979,504,1051,1382,459,148000
1201,20,9353,4,5,1970,1970,864,864,864,280,116050
1202,60,10400,7,5,1998,1998,866,866,1779,546,197900
1203,50,6000,5,8,1925,1997,884,884,1348,216,117000
1204,20,9750,7,5,2000,2001,1630,1630,1630,451,213000
1205,20,10140,5,6,1975,1975,268,1056,1074,495,153500
1206,20,14684,7,7,1990,1991,1496,2158,2196,701,271900
1207,20,8900,4,4,1966,1966,0,1056,1056,384,107000
1208,20,9135,6,5,2003,2003,1342,1682,1700,544,200000
1209,20,7763,5,7,1962,1980,319,931,1283,506,140000
1210,20,10182,8,5,2006,2006,440,1660,1660,500,290000
1211,60,11218,6,5,1992,1992,1055,1055,1845,462,189000
1212,50,12134,8,7,1988,2005,132,559,1752,492,164000
1213,30,9340,4,6,1941,1950,328,672,672,234,113000
1214,80,10246,4,9,1965,2001,0,648,960,364,145000
1215,85,10205,5,5,1962,1962,141,925,999,300,134500
1216,20,7094,5,5,1966,1966,340,894,894,384,125000
1217,90,8930,6,5,1978,1978,0,0,1902,539,112000
1218,20,8640,8,5,2009,2009,364,1300,1314,552,229456
1219,50,6240,4,5,1947,1950,0,0,912,0,80500
1220,160,1680,6,5,1971,1971,672,672,1218,0,91500
1221,20,7800,5,5,1964,1964,0,912,912,288,115000
1222,20,8250,5,5,1968,1968,210,952,1211,322,134000
1223,50,10496,6,6,1949,1950,844,1040,1846,315,143000
1224,20,10680,5,3,1951,1951,1380,2136,2136,528,137900
1225,60,15384,7,5,2004,2005,64,788,1490,388,184000
1226,80,10482,6,8,1958,1958,81,588,1138,264,145000
1227,60,14598,6,5,2007,2007,894,894,1933,668,214000
1228,20,8872,5,8,1965,2008,317,912,912,576,147000
1229,120,8769,9,5,2008,2008,162,1702,1702,1052,367294
1230,80,7910,5,5,1960,1960,409,1075,1507,404,127000
1231,90,18890,5,5,1977,1977,652,1361,2620,600,190000
1232,90,7728,5,6,1962,1962,303,1106,1190,540,132500
1233,90,9842,4,5,1962,1962,0,0,1224,462,101800
1234,20,12160,5,5,1959,1959,188,1188,1188,531,142000
1235,70,8525,5,6,1911,1950,940,940,1964,0,130000
1236,70,13132,5,5,1914,1950,747,747,1784,180,138887
1237,160,2628,7,5,2003,2003,764,764,1626,474,175500
1238,60,12393,7,5,2004,2005,847,847,1948,434,195000
1239,20,13072,6,5,2005,2005,1141,1141,1141,484,142500
1240,20,9037,8,5,2006,2006,1048,1476,1484,472,265900
1241,60,8158,7,5,2003,2003,334,884,1768,543,224900
1242,20,9849,7,6,2007,2007,1689,1689,1689,954,248328
1243,85,10625,7,6,1974,1974,0,1053,1173,528,170000
1244,20,13891,10,5,2006,2006,690,2076,2076,850,465000
1245,70,11435,8,7,1929,1950,792,792,1517,400,230000
1246,80,12090,6,7,1984,2003,585,585,1868,477,178000
1247,60,8125,7,5,2005,2006,756,756,1553,615,186500
1248,80,12328,6,5,1976,1976,473,1012,1034,888,169900
1249,75,9600,6,5,1917,1950,416,735,2058,396,129500
1250,20,7200,5,7,1950,1950,246,876,988,276,119000
1251,20,11160,7,5,1968,1968,1045,2110,2110,522,244000
1252,120,3136,7,5,2003,2003,1405,1405,1405,478,171750
1253,20,9858,5,6,1968,1968,354,864,874,288,130000
1254,60,17542,7,7,1974,2003,36,1192,2167,518,294000
1255,60,6931,7,5,2003,2004,746,746,1656,397,165400
1256,50,6240,6,6,1931,1950,459,884,1367,560,127500
1257,20,14303,8,5,1994,1994,672,1986,1987,691,301500
1258,30,4060,5,8,1922,1950,864,864,864,0,99900
1259,80,9587,7,5,2005,2005,201,856,1166,400,190000
1260,20,9750,6,8,1969,1969,14,1054,1054,460,151000
1261,60,24682,6,5,1999,1999,841,841,1675,502,181000
1262,20,9600,5,6,1956,1956,546,1050,1050,338,128900
1263,50,11250,4,5,1957,1989,1104,1104,1788,304,161500
1264,70,13515,6,6,1919,1950,764,764,1824,520,180500
1265,120,4060,6,5,1998,1999,1139,1405,1337,511,181000
1266,160,3735,7,5,1999,1999,241,691,1452,506,183900
1267,190,10120,7,4,1910,1950,925,925,1889,308,122000
1268,20,13214,9,5,2008,2009,2002,2002,2018,746,378500
1269,50,14100,8,9,1935,1997,536,728,3447,1014,381000
1270,50,11344,5,5,1958,1958,414,874,1524,315,144000
1271,40,23595,7,6,1979,1979,74,1332,1524,586,260000
1272,20,9156,6,7,1968,1968,1489,1489,1489,462,185750
1273,20,13526,5,6,1965,1965,0,935,935,288,137000
1274,80,11512,6,7,1959,2006,300,1019,1357,312,177000
1275,50,5362,5,6,1910,2003,661,661,1250,552,139000
1276,90,11345,5,5,1948,1950,708,928,1920,400,137000
1277,60,12936,6,6,1972,1972,130,723,1395,497,162000
1278,80,17871,6,5,1967,1976,1152,1680,1724,480,197900
1279,60,9473,8,5,2002,2002,324,1128,2031,577,237000
1280,50,7500,4,4,1920,1950,698,698,1128,528,68400
1281,20,9808,7,5,2002,2002,785,1573,1573,544,227000
1282,20,8049,7,5,1990,1990,256,1309,1339,484,180000
1283,20,8800,5,7,1977,2008,364,1040,1040,484,150500
1284,90,9400,6,5,1971,1971,912,912,1824,0,139000
1285,50,9638,6,7,1919,1990,804,804,2447,336,169000
1286,50,6000,6,6,1939,1950,780,780,1412,280,132500
1287,20,9790,6,5,1963,1963,678,1328,1328,528,143000
1288,20,36500,5,5,1964,1964,812,1624,1582,390,190000
1289,120,5664,8,5,2000,2000,343,1501,1659,499,278000
1290,60,11065,8,5,2006,2006,1085,1085,1970,753,281000
1291,80,14112,5,7,1964,1964,138,1152,1152,484,180500
1292,160,1680,5,7,1972,1972,399,630,1302,264,119500
1293,70,6600,5,4,1892,1965,994,994,2372,432,107500
1294,60,10140,7,5,1976,1976,638,832,1664,528,162900
1295,20,8172,5,7,1955,1990,697,864,864,572,115000
1296,20,8400,5,5,1968,1968,36,1052,1052,288,138500
1297,20,8700,5,6,1963,1963,344,1120,1128,525,155000
1298,180,3675,6,5,2005,2006,0,547,1072,525,140000
1299,60,63887,10,5,2008,2008,466,6110,5642,1418,160000
1300,20,7500,5,7,1959,1994,0,1246,1246,305,154000
1301,60,10762,7,5,1999,1999,284,978,1983,490,225000
1302,70,7500,6,7,1942,1950,224,771,1494,213,177500
1303,60,10120,8,5,1994,1994,425,1165,2526,844,290000
1304,20,8688,7,5,2005,2005,1616,1616,1616,834,232000
1305,160,3363,7,5,2004,2004,976,976,1708,380,130000
1306,20,13173,9,5,2006,2007,80,1652,1652,840,325000
1307,120,6955,7,5,2005,2006,1368,1368,1368,474,202500
1308,20,8072,5,5,1994,1995,244,990,990,480,138000
1309,20,12000,5,7,1948,2005,172,924,1122,528,147000
1310,20,7153,6,5,1991,1991,78,1278,1294,496,179200
1311,20,17500,7,8,1959,2002,496,1902,1902,567,335000
1312,20,8814,7,5,2005,2007,349,1274,1274,508,203000
1313,60,9572,8,5,1990,1990,971,1453,2810,750,302000
1314,60,14774,9,5,1999,1999,1393,1393,2599,779,333168
1315,20,8190,4,6,1954,1954,216,948,948,280,119000
1316,60,11075,6,5,1969,1969,176,952,2112,576,206900
1317,20,10226,8,5,2008,2008,1622,1622,1630,860,295493
1318,120,4230,7,5,2006,2007,1352,1352,1352,466,208900
1319,20,14781,8,5,2001,2002,1753,1753,1787,748,275000
1320,20,10215,4,5,1954,1954,372,864,948,248,111000
1321,20,8400,6,3,1957,1957,628,1478,1478,442,156500
1322,20,6627,3,6,1949,1950,0,0,720,287,72500
1323,60,10186,7,5,1992,1992,76,750,1923,564,190000
1324,30,5330,4,7,1940,1950,140,420,708,0,82500
1325,20,9986,8,5,2006,2007,1795,1795,1795,895,147000
1326,30,3636,4,4,1922,1950,796,796,796,0,55000
1327,30,4270,3,6,1931,2006,0,544,774,0,79000
1328,20,6600,5,9,1982,2008,175,816,816,264,130500
1329,50,10440,6,7,1920,1950,1017,1510,2792,520,256000
1330,60,9084,7,5,1998,1998,935,935,1632,462,176500
1331,20,10000,8,5,2006,2006,1588,1588,1588,825,227000
1332,80,10780,5,5,1976,1976,428,911,954,576,132500
1333,20,8877,4,6,1938,1958,126,816,816,288,100000
1334,50,7200,5,6,1938,1995,803,803,1360,297,125500
1335,160,2368,5,6,1970,1970,0,765,1365,440,125000
1336,20,9650,6,5,1977,1977,664,1350,1334,630,167900
1337,90,9246,5,5,1973,1973,1656,1656,1656,506,135000
1338,30,4118,4,4,1941,1950,693,693,693,0,52500
1339,60,13450,7,5,2002,2002,216,916,1861,492,200000
1340,20,9560,5,7,1972,1972,504,864,864,288,128500
1341,20,8294,4,5,1971,1971,858,858,872,480,123000
1342,20,13695,6,5,2003,2004,300,1114,1114,576,155000
1343,60,9375,8,5,2002,2002,1284,1284,2169,647,228500
1344,50,7558,6,6,1928,1950,896,896,1913,342,177000
1345,60,11103,7,5,2006,2006,728,728,1456,440,155835
1346,30,6000,4,4,1920,1950,710,960,960,308,108500
1347,20,20781,7,7,1968,2003,1203,1568,2156,508,262500
1348,20,15306,8,5,2006,2007,1652,1732,1776,712,283463
1349,20,16196,7,5,1998,1998,39,1482,1494,514,215000
1350,70,5250,8,5,1872,1987,425,684,2358,0,122000
1351,90,11643,5,5,1969,1969,748,1248,2634,968,200000
1352,60,9247,6,6,1962,1962,539,858,1716,490,171000
1353,50,6000,6,9,1937,2000,698,698,1176,624,134900
1354,50,14720,8,5,1995,1996,1217,2033,3238,666,410000
1355,60,10316,7,5,2000,2000,257,992,1865,839,235000
1356,80,10192,7,6,1968,1992,570,570,1920,487,170000
1357,20,9477,5,5,1966,1966,524,864,892,264,110000
1358,20,12537,5,6,1971,2008,344,1078,1078,500,149900
1359,160,2117,6,5,2000,2000,378,756,1573,440,177500
1360,20,16737,9,5,2004,2005,533,1980,1980,770,315000
1361,70,9842,5,6,1921,1998,612,612,2601,621,189000
1362,20,16158,7,5,2005,2005,256,1530,1530,430,260000
1363,50,12513,4,4,1920,2007,715,715,1738,368,104900
1364,60,8499,6,5,2006,2007,616,616,1412,432,156932
1365,160,3180,7,5,2005,2005,600,600,1200,480,144152
1366,60,7500,7,5,2000,2000,281,814,1674,663,216000
1367,60,9179,7,5,1999,1999,240,873,1790,588,193000
1368,160,2665,5,6,1977,1977,36,757,1475,336,127000
1369,120,4435,6,5,2003,2004,163,848,848,420,144000
1370,20,10635,8,5,2003,2003,315,1657,1668,502,232000
1371,50,5400,4,6,1920,1950,420,840,1374,338,105000
1372,80,9600,6,6,1955,1996,161,992,1661,377,165500
1373,60,9750,7,6,1998,1998,133,1108,2097,583,274300
1374,20,11400,10,5,2001,2002,1351,2633,2633,804,466500
1375,60,10625,7,5,2005,2005,1026,1026,1958,936,250000
1376,20,10991,8,5,2007,2007,1571,1571,1571,722,239000
1377,30,6292,6,5,1930,1950,384,768,790,160,91000
1378,50,10998,5,5,1941,1960,156,984,1604,660,117000
1379,160,1953,6,5,1973,1973,174,483,987,264,83000
1380,80,9735,5,5,2006,2007,384,384,1394,400,167500
1381,30,8212,3,3,1914,1950,661,864,864,200,58500
1382,20,12925,6,7,1970,1970,340,1205,2117,550,237500
1383,70,7200,7,7,1920,1950,596,596,1762,576,157000
1384,30,25339,5,7,1918,2007,816,816,1416,576,112000
1385,50,9060,6,5,1939,1950,356,560,1258,280,105000
1386,50,5436,4,8,1922,2007,61,796,1154,240,125500
1387,60,16692,7,5,1978,1978,133,1392,2784,564,250000
1388,50,8520,6,7,1916,1950,0,714,2526,216,136000
1389,20,14892,9,5,2006,2007,426,1746,1746,758,377500
1390,50,6000,6,6,1941,1950,360,735,1218,440,131000
1391,20,9100,7,5,2000,2000,125,1525,1525,541,235000
1392,90,8944,5,5,1967,1967,1584,1584,1584,792,124000
1393,85,7838,5,5,1967,1967,95,864,900,288,123000
1394,190,10800,6,7,1905,2000,482,482,1912,672,163000
1395,120,4045,7,5,2006,2006,286,1356,1500,648,246578
1396,60,12665,8,5,2005,2006,1094,1094,2482,642,281213
1397,20,57200,5,5,1948,1950,60,747,1687,572,160000
